Store ID	Order ID	Customer ID	Delivery Date	Route Time	Planned Depart	Drop Nbr	Arrival Date	Latitude Customer	Longitude Customer	Latitude Store	Longitude Store	totes	Doorstep Time	Month	Day	Row Labels	5435	5884
5435	114965615	176841095	12/1/2015 3:40	5435DELVEH01A-20151130-0	11/30/15 7:49	2	11/30/15 9:00	0	0	0	0	6	997	12	1	January	2265	1040
5435	116785243	39772980	12/1/2015 3:40	5435DELVEH01A-20151130-0	11/30/15 7:49	1	11/30/15 8:04	0	0	0	0	12	1573	12	1	2	72	39
5435	110108217	44824966	12/1/2015 3:50	5435DELVEH01A-20151130-0	11/30/15 7:49	5	11/30/15 11:00	0	0	0	0	7	637	12	1	3	75	36
5435	114371797	90453288	12/1/2015 3:50	5435DELVEH01A-20151130-0	11/30/15 7:49	6	11/30/15 11:47	0	0	0	0	8	963	12	1	4	58	57
5435	115047232	165781816	12/1/2015 3:50	5435DELVEH01A-20151130-0	11/30/15 7:49	7	11/30/15 12:08	0	0	0	0	7	1061	12	1	5	115	33
5435	116304296	166954806	12/1/2015 3:50	5435DELVEH01A-20151130-0	11/30/15 7:49	8	11/30/15 12:45	0	0	0	0	9	997	12	1	6	85	38
5435	116417752	204123573	12/1/2015 3:50	5435DELVEH01A-20151130-0	11/30/15 7:49	4	11/30/15 10:26	0	0	0	0	3	603	12	1	7	47	25
5435	117124213	70815556	12/1/2015 3:50	5435DELVEH01A-20151130-0	11/30/15 7:49	3	11/30/15 9:38	0	0	0	0	8	701	12	1	8	80	31
5435	118207849	29169660	12/1/2015 3:50	5435DELVEH01A-20151130-0	11/30/15 7:49	9	11/30/15 13:17	0	0	0	0	5	603	12	1	9	96	35
5435	118564972	29711573	12/1/2015 13:13	5435DELVEH01A-20151201-0	12/1/2015 7:45	12	12/1/2015 13:30	0	0	0	0	3	603	12	1	10	93	41
5435	117141238	176841095	12/1/2015 8:45	5435DELVEH01A-20151201-0	12/1/2015 7:45	1	12/1/2015 8:18	0	0	0	0	4	963	12	1	11	72	55
5435	118374823	110344959	12/1/2015 9:03	5435DELVEH01A-20151201-0	12/1/2015 7:45	3	12/1/2015 9:04	0	0	0	0	4	637	12	1	12	92	33
5435	117485945	40357541	12/1/2015 9:25	5435DELVEH01A-20151201-0	12/1/2015 7:45	4	12/1/2015 9:23	0	0	0	0	7	1253	12	1	13	74	27
5435	116056939	99707457	12/1/2015 9:54	5435DELVEH01A-20151201-0	12/1/2015 7:45	5	12/1/2015 10:01	0	0	0	0	11	893	12	1	14	41	28
5435	118460267	147007423	12/1/2015 10:14	5435DELVEH01A-20151201-0	12/1/2015 7:45	6	12/1/2015 10:21	0	0	0	0	11	1189	12	1	15	74	17
5435	118074903	57423246	12/1/2015 10:27	5435DELVEH01A-20151201-0	12/1/2015 7:45	7	12/1/2015 10:46	0	0	0	0	2	603	12	1	16	81	37
5435	113872852	24723878	12/1/2015 10:48	5435DELVEH01A-20151201-0	12/1/2015 7:45	8	12/1/2015 11:01	0	0	0	0	28	1021	12	1	17	77	23
5435	118608240	201082025	12/1/2015 11:29	5435DELVEH01A-20151201-0	12/1/2015 7:45	9	12/1/2015 12:10	0	0	0	0	4	963	12	1	18	58	32
5435	118540771	84662757	12/1/2015 12:27	5435DELVEH01A-20151201-0	12/1/2015 7:45	11	12/1/2015 13:08	0	0	0	0	8	765	12	1	19	86	42
5435	116400075	80981561	12/1/2015 16:24	5435DELVEH01A-20151201-1	12/1/2015 14:30	2	12/1/2015 15:38	0	0	0	0	9	893	12	1	20	67	57
5435	113508661	142019214	12/1/2015 16:58	5435DELVEH01A-20151201-1	12/1/2015 14:30	3	12/1/2015 16:12	0	0	0	0	13	1125	12	1	21	55	20
5435	107201052	83521367	12/1/2015 17:28	5435DELVEH01A-20151201-1	12/1/2015 14:30	4	12/1/2015 16:46	0	0	0	0	5	637	12	1	22	98	28
5435	112987089	32316335	12/1/2015 17:49	5435DELVEH01A-20151201-1	12/1/2015 14:30	5	12/1/2015 17:08	0	0	0	0	4	963	12	1	23	59	26
5435	116293895	190158757	12/1/2015 18:13	5435DELVEH01A-20151201-1	12/1/2015 14:30	6	12/1/2015 17:29	0	0	0	0	11	829	12	1	24	66	48
5435	109209836	124014564	12/1/2015 19:03	5435DELVEH01A-20151201-1	12/1/2015 14:30	7	12/1/2015 18:08	0	0	0	0	2	885	12	1	25	86	40
5435	118044693	50145790	12/1/2015 19:24	5435DELVEH01A-20151201-1	12/1/2015 14:30	8	12/1/2015 18:28	0	0	0	0	5	603	12	1	26	87	34
5435	118386388	180216271	12/1/2015 19:41	5435DELVEH01A-20151201-1	12/1/2015 14:30	9	12/1/2015 18:42	0	0	0	0	7	637	12	1	27	77	27
5435	118386049	180216271	12/1/2015 19:52	5435DELVEH01A-20151201-1	12/1/2015 14:30	10	12/1/2015 18:53	0	0	0	0	11	1213	12	1	28	74	22
5435	112417736	37458721	12/1/2015 20:32	5435DELVEH01A-20151201-1	12/1/2015 14:30	11	12/1/2015 19:41	0	0	0	0	16	1213	12	1	29	45	19
5435	118530293	205387148	12/1/2015 21:07	5435DELVEH01A-20151201-1	12/1/2015 14:30	12	12/1/2015 21:09	0	0	0	0	6	1063	12	1	30	79	54
5435	105485869	107584572	12/1/2015 21:34	5435DELVEH01A-20151201-1	12/1/2015 14:30	13	12/1/2015 21:52	0	0	0	0	3	603	12	1	31	96	36
5435	118957414	100072155	12/2/2015 8:15	5435DELVEH01A-20151202-0	12/2/2015 7:53	1	12/2/2015 8:01	0	0	0	0	10	765	12	2	Febuary	531	267
5435	119000239	57632544	12/2/2015 8:40	5435DELVEH01A-20151202-0	12/2/2015 7:53	2	12/2/2015 8:36	0	0	0	0	5	637	12	2	1	84	52
5435	118559573	159054219	12/2/2015 9:12	5435DELVEH01A-20151202-0	12/2/2015 7:53	3	12/2/2015 9:01	0	0	0	0	8	1085	12	2	2	86	30
5435	118749833	50809157	12/2/2015 9:55	5435DELVEH01A-20151202-0	12/2/2015 7:53	4	12/2/2015 9:39	0	0	0	0	8	1125	12	2	3	81	29
5435	113130101	55851905	12/2/2015 10:43	5435DELVEH01A-20151202-0	12/2/2015 7:53	5	12/2/2015 10:17	0	0	0	0	7	1870	12	2	4	67	36
5435	118869799	94490588	12/2/2015 11:27	5435DELVEH01A-20151202-0	12/2/2015 7:53	6	12/2/2015 11:00	0	0	0	0	13	1381	12	2	5	61	38
5435	118447925	167001696	12/2/2015 12:22	5435DELVEH01A-20151202-0	12/2/2015 7:53	7	12/2/2015 12:37	0	0	0	0	8	1189	12	2	6	56	40
5435	115782656	155736066	12/2/2015 14:44	5435DELVEH01A-20151202-1	12/2/2015 14:30	1	12/2/2015 14:39	0	0	0	0	12	765	12	2	7	22	
5435	108110078	175942440	12/2/2015 15:35	5435DELVEH01A-20151202-1	12/2/2015 14:30	2	12/2/2015 15:45	0	0	0	0	6	701	12	2	8	74	42
5435	119054735	168038538	12/2/2015 15:49	5435DELVEH01A-20151202-1	12/2/2015 14:30	3	12/2/2015 16:02	0	0	0	0	3	603	12	2	11	1037	452
5435	119135909	95611735	12/2/2015 16:19	5435DELVEH01A-20151202-1	12/2/2015 14:30	4	12/2/2015 16:46	0	0	0	0	9	637	12	2	15	77	21
5435	116385267	25632379	12/2/2015 17:07	5435DELVEH01A-20151202-1	12/2/2015 14:30	5	12/2/2015 17:30	0	0	0	0	6	1061	12	2	16	61	34
5435	108273938	164365866	12/2/2015 17:29	5435DELVEH01A-20151202-1	12/2/2015 14:30	6	12/2/2015 17:58	0	0	0	0	7	637	12	2	17	80	34
5435	114391116	171374872	12/2/2015 18:15	5435DELVEH01A-20151202-1	12/2/2015 14:30	7	12/2/2015 18:24	0	0	0	0	5	603	12	2	18	99	34
5435	118753588	203186032	12/2/2015 18:38	5435DELVEH01A-20151202-1	12/2/2015 14:30	8	12/2/2015 18:41	0	0	0	0	4	603	12	2	19	51	29
5435	118943274	197405127	12/2/2015 19:08	5435DELVEH01A-20151202-1	12/2/2015 14:30	9	12/2/2015 19:02	0	0	0	0	6	997	12	2	20	71	19
5435	118838627	102230342	12/2/2015 19:42	5435DELVEH01A-20151202-1	12/2/2015 14:30	10	12/2/2015 19:42	0	0	0	0	5	765	12	2	21	77	26
5435	118855878	183761637	12/2/2015 20:02	5435DELVEH01A-20151202-1	12/2/2015 14:30	11	12/2/2015 20:40	0	0	0	0	3	660	12	2	22	57	40
5435	110306294	115204615	12/2/2015 20:45	5435DELVEH01A-20151202-1	12/2/2015 14:30	12	12/2/2015 21:20	0	0	0	0	7	603	12	2	23	74	39
5435	118845379	157831236	12/2/2015 21:02	5435DELVEH01A-20151202-1	12/2/2015 14:30	13	12/2/2015 21:41	0	0	0	0	3	603	12	2	24	109	38
5435	50787001	64731858	12/2/2015 21:35	5435DELVEH01A-20151202-1	12/2/2015 14:30	14	12/2/2015 22:11	0	0	0	0	2	603	12	2	25	91	32
5435	116483072	202311206	12/3/2015 13:32	5435DELVEH01A-20151203-0	12/3/2015 7:51	8	12/3/2015 13:18	0	0	0	0	4	603	12	3	26	8	
5435	119375834	82101314	12/3/2015 8:39	5435DELVEH01A-20151203-0	12/3/2015 7:51	1	12/3/2015 8:08	0	0	0	0	8	829	12	3	28	67	24
5435	110571053	115745933	12/3/2015 9:30	5435DELVEH01A-20151203-0	12/3/2015 7:51	2	12/3/2015 9:00	0	0	0	0	7	829	12	3	29	57	24
5435	115112102	80904727	12/3/2015 10:07	5435DELVEH01A-20151203-0	12/3/2015 7:51	3	12/3/2015 9:21	0	0	0	0	15	1381	12	3	30	66	50
5435	112153267	34525359	12/3/2015 10:41	5435DELVEH01A-20151203-0	12/3/2015 7:51	4	12/3/2015 10:10	0	0	0	0	7	637	12	3	December	2050	877
5435	107115403	103934170	12/3/2015 11:17	5435DELVEH01A-20151203-0	12/3/2015 7:51	5	12/3/2015 10:50	0	0	0	0	11	637	12	3	1	82	55
5435	118940800	205700143	12/3/2015 11:47	5435DELVEH01A-20151203-0	12/3/2015 7:51	6	12/3/2015 11:15	0	0	0	0	5	703	12	3	2	109	30
5435	119498460	22698294	12/3/2015 12:56	5435DELVEH01A-20151203-0	12/3/2015 7:51	7	12/3/2015 12:42	0	0	0	0	11	1253	12	3	3	60	18
5435	113594934	81237891	12/4/2015 13:03	5435DELVEH01A-20151204-0	12/4/2015 7:50	10	12/4/2015 12:50	0	0	0	0	6	893	12	4	4	74	37
5435	115972808	173313722	12/4/2015 13:19	5435DELVEH01A-20151204-0	12/4/2015 7:50	11	12/4/2015 13:09	0	0	0	0	6	1125	12	4	5	64	32
5435	111838594	79500454	12/4/2015 13:42	5435DELVEH01A-20151204-0	12/4/2015 7:50	12	12/4/2015 13:41	0	0	0	0	5	603	12	4	6	82	31
5435	118505068	149305325	12/4/2015 8:40	5435DELVEH01A-20151204-0	12/4/2015 7:50	1	12/4/2015 8:00	0	0	0	0	6	1061	12	4	7	74	43
5435	119701764	109530721	12/4/2015 9:04	5435DELVEH01A-20151204-0	12/4/2015 7:50	2	12/4/2015 8:26	0	0	0	0	11	1125	12	4	8	55	37
5435	119299948	83701228	12/4/2015 9:39	5435DELVEH01A-20151204-0	12/4/2015 7:50	3	12/4/2015 9:09	0	0	0	0	15	957	12	4	9	92	35
5435	119751527	112872029	12/4/2015 10:18	5435DELVEH01A-20151204-0	12/4/2015 7:50	4	12/4/2015 9:48	0	0	0	0	7	637	12	4	10	74	17
5435	119527171	109018059	12/4/2015 10:52	5435DELVEH01A-20151204-0	12/4/2015 7:50	5	12/4/2015 10:08	0	0	0	0	8	1061	12	4	11	71	22
5435	119695256	67404161	12/4/2015 11:10	5435DELVEH01A-20151204-0	12/4/2015 7:50	6	12/4/2015 10:37	0	0	0	0	6	603	12	4	12	43	28
5435	117214820	110355924	12/4/2015 11:47	5435DELVEH01A-20151204-0	12/4/2015 7:50	7	12/4/2015 11:15	0	0	0	0	16	893	12	4	13	72	34
